path_num,points,times,Energy
189,"0,1,1;2,-2,1;4,0,1;-5,0,1;-4,2,1;-3,-2,1;-1,0,1;1,0,1","57,92,103,110,73,90,61,54",109731
190,"1,0,1;-1,0,1;1,0,1;2,0,1;-3,1,1;-1,-2,1;-1,0,1;1,0,1","114,54,115,102,53,115,62,61",11103113
191,"1,0,1;-1,0,1;0,-1,1;-2,0,1;0,0,1;0,0,1;0,0,1;2,0,1","79,50,105,74,92,114,71,78",2921534
192,"2,0,1;3,2,1;-5,3,1;-2,-5,1;1,-2,1;1,-1,1;-1,0,1;-1,0,1","86,58,88,53,101,88,111,93",98463855
193,"-1,0,1;-1,-1,1;0,0,1;0,1,1;2,1,1;-2,-1,1;0,0,1;0,2,1;-1,-4,1","85,75,60,53,90,56,91,50,66",56181086
194,"-1,-4,1;0,-2,1;-1,0,1;0,0,1;1,-2,1;1,1,1;2,3,1","102,67,60,109,68,113,101",185778
195,"2,3,1;4,-3,1;-4,1,1;1,-3,1;3,0,1;-4,0,1;3,1,1;5,3,1;-5,-5,1;2,-3,1","101,76,58,64,63,58,57,53,69,96",5775993
196,"2,-3,1;3,0,1;-5,-2,1;4,-1,1;5,1,1;5,-3,1;5,0,1","106,101,87,79,92,65,109",1723303
197,"5,0,1;-5,2,1;-4,4,1;1,-5,1;-1,2,1;0,-3,1;-1,-2,1;1,0,1","94,77,75,73,113,76,80,68",16035149
198,"1,0,1;3,1,1;-5,3,1;3,3,1;5,5,1;5,-5,1;5,-2,1;-5,-1,1","108,75,87,95,93,58,73,62",28405729
199,"-5,-1,1;2,1,1;2,3,1;3,5,1;-5,-5,1;2,-2,1;2,0,1;4,-1,1;-5,0,1","91,64,57,89,106,61,57,81,66",19636638
200,"-5,0,1;-3,0,1;0,0,1;-1,1,1;1,3,1;-3,-4,1;0,1,1;1,-1,1","117,57,112,88,108,66,66,61",2915433
201,"1,-1,1;-3,0,1;0,0,1;1,1,1;-3,-3,1;-1,0,1;0,0,1","84,68,99,53,97,83,107",25782
202,"0,0,1;1,0,1;-1,-2,1;1,1,1;3,1,1;-5,2,1;2,4,1;-4,4,1","74,99,102,90,86,74,60,106",3971309
203,"-4,4,1;3,4,1;-3,-5,1;1,-4,1;1,2,1;1,4,1;2,4,1;4,-4,1;4,-2,1","76,51,91,63,73,89,114,60,54",3656684
204,"4,-2,1;4,0,1;-4,-1,1;-3,0,1;2,0,1;-2,-2,1;0,0,1;1,0,1","105,96,77,101,68,85,54,104",228917285
205,"1,0,1;-1,1,1;0,-2,1;-1,0,1;0,-1,1;-2,1,1;0,-3,1","110,103,94,75,64,71,109",7144810
206,"0,-3,1;0,2,1;0,2,1;-1,2,1;0,3,1;-2,4,1;1,5,1","99,50,98,111,89,68,109",112520
207,"1,5,1;-2,-5,1;0,-3,1;-1,2,1;-1,4,1;0,-4,1;2,-2,1;4,0,1;-5,0,1","74,57,75,112,67,100,67,53,57",518934
208,"-5,0,1;3,-1,1;-4,0,1;-3,0,1;0,0,1;0,2,1;2,4,1","116,98,99,60,100,101,80",694564
209,"2,4,1;-2,4,1;-1,5,1;0,-5,1;2,2,1;2,-4,1;3,-2,1;3,0,1","94,99,77,114,50,98,69,83",7008152
210,"3,0,1;-3,-1,1;0,0,1;1,2,1;-2,2,1;0,3,1;1,-5,1","87,58,106,77,99,111,115",948867
211,"1,-5,1;3,-4,1;-3,-1,1;1,1,1;-3,-1,1;-2,0,1;0,1,1;1,-1,1","84,54,54,96,67,112,54,112",117732271
212,"1,-1,1;-1,-1,1;0,0,1;0,2,1;2,3,1;2,-4,1;2,-2,1;-2,0,1","64,79,57,60,119,102,59,102",3498353
213,"-2,0,1;0,-1,1;0,0,1;0,-1,1;0,-1,1;-2,0,1;1,-1,1;-2,0,1","75,67,85,100,111,62,83,101",2974299
214,"-2,0,1;0,-1,1;0,0,1;0,0,1;0,-2,1;2,0,1;2,-1,1;3,0,1","98,90,84,64,92,107,52,62",125826
215,"3,0,1;3,2,1;3,2,1;-4,4,1;3,4,1;-3,-4,1;0,3,1;2,3,1","93,93,80,57,61,96,84,75",27735022
216,"2,3,1;-2,-5,1;-1,-3,1;0,-1,1;-1,1,1;0,-2,1;1,0,1;-2,-1,1;0,0,1","69,90,61,85,80,52,70,106,60",2627633
217,"0,0,1;1,1,1;-3,2,1;0,4,1;2,5,1;-3,5,1;0,5,1;1,5,1","74,97,80,91,63,56,67,74",218100
218,"1,5,1;2,5,1;2,5,1;3,5,1;3,-5,1;5,2,1;-5,4,1;-4,4,1","67,107,79,86,83,61,86,56",60461639
219,"-4,4,1;-2,5,1;0,-5,1;0,-4,1;1,-1,1;-2,1,1;0,-1,1;2,-1,1","94,111,104,66,67,76,68,56",50814567
220,"2,-1,1;2,0,1;4,0,1;-5,-1,1;4,1,1;4,-1,1;5,0,1;-5,0,1","117,64,55,113,61,100,85,68",26317003
221,"-5,0,1;-3,1,1;0,-3,1;2,2,1;2,4,1;2,-5,1","114,112,89,116,96,91",0
222,"2,-5,1;4,-4,1;-5,2,1;-4,2,1;-2,4,1;0,5,1;0,5,1","104,64,79,118,116,52,99",485129
223,"0,5,1;-1,5,1;-1,5,1;0,-5,1;-1,4,1;0,4,1;0,-4,1;2,2,1","59,51,69,81,50,106,118,109",1600166
224,"2,2,1;-2,4,1;1,-4,1;1,-1,1;1,-1,1;-3,-1,1;1,0,1;-3,0,1","76,73,63,67,100,108,105,97",2885998
225,"-3,0,1;1,0,1;3,-1,1;-5,-1,1;-4,0,1;-1,-2,1;0,0,1;0,-2,1","69,85,103,59,77,78,66,76",3185995
226,"0,-2,1;-2,0,1;0,0,1;0,1,1;1,-2,1;-1,0,1;0,0,1","87,89,78,117,80,96,87",121403
227,"0,0,1;0,-2,1;2,0,1;-3,0,1;1,0,1;2,-2,1;3,0,1","110,118,99,70,111,105,82",3231890
228,"3,0,1;3,0,1;3,0,1;4,0,1;-4,0,1;1,0,1;1,0,1;-3,2,1","86,58,86,109,116,58,51,111",5077786
229,"-3,2,1;-1,4,1;1,4,1;1,-4,1;-3,-1,1;0,0,1;1,-2,1;1,0,1","61,62,103,63,86,80,107,115",3438144
230,"1,0,1;3,0,1;4,0,1;5,0,1;-5,1,1;-4,3,1;-1,4,1","85,104,58,83,118,107,95",345717
231,"-1,4,1;1,5,1;1,5,1;2,-5,1;4,-3,1;-4,1,1;2,1,1;4,-3,1","51,116,75,69,81,73,102,76",82746977
232,"4,-3,1;-5,-1,1;-3,0,1;0,2,1;-1,-4,1;0,-1,1;-2,0,1;0,1,1","78,94,114,99,59,53,74,60",70177
233,"0,1,1;-2,-1,1;1,0,1;2,2,1;-4,-2,1;-2,-1,1;0,1,1;-1,2,1","106,74,92,91,60,54,105,104",5987265
234,"-1,2,1;0,-3,1;2,-1,1;-2,-1,1;-1,0,1;0,1,1;-1,-3,1;0,2,1","56,113,103,95,75,100,52,86",3283969
235,"0,2,1;-1,-4,1;1,-3,1;3,-2,1;-5,0,1;4,1,1;-5,3,1","78,77,88,107,93,64,119",139453463
236,"-5,3,1;-4,4,1;1,4,1;-1,-5,1;0,2,1;2,-3,1;2,-2,1","61,85,81,114,65,110,82",101898
237,"2,-2,1;-3,0,1;2,1,1;-4,-3,1;-2,-1,1;0,-1,1;-2,-1,1;0,0,1","118,90,64,66,85,56,119,91",55626176
238,"0,0,1;-2,-2,1;0,-1,1;-2,0,1;0,-2,1;1,0,1;2,0,1;2,-1,1","88,54,110,94,68,82,80,58",662590
239,"2,-1,1;3,0,1;3,0,1;-3,0,1;-1,0,1;1,-1,1;2,0,1;-2,-2,1;0,0,1","77,54,91,113,52,106,72,50,73",272682
240,"0,0,1;-2,-2,1;0,1,1;-2,-2,1;0,0,1;-1,2,1;1,-2,1;1,0,1","90,100,97,74,84,105,60,70",5528890
241,"1,0,1;2,0,1;3,-2,1;4,1,1;5,1,1;5,1,1;-5,-1,1;-2,1,1;0,-3,1","107,83,74,81,59,86,57,53,51",16314800
242,"0,-3,1;2,-1,1;-3,1,1;2,-3,1;-3,2,1;2,-4,1;-4,-2,1;2,1,1","75,89,101,111,68,55,80,93",13256892
243,"2,1,1;-4,2,1;1,4,1;1,-5,1;-3,4,1;0,4,1;-1,5,1;-1,5,1","50,69,113,56,109,76,104,67",7680949
244,"-1,5,1;-1,-5,1;-1,-3,1;0,2,1;0,-3,1;-2,2,1;0,-3,1","75,68,105,102,113,65,116",531000
245,"0,-3,1;0,1,1;1,-2,1;-3,0,1;-2,2,1;-1,3,1;-1,3,1;0,4,1","59,110,78,80,115,80,59,62",12261519
246,"0,4,1;-1,4,1;0,4,1;2,-4,1;4,1,1;5,-2,1;5,0,1;5,2,1","88,117,89,56,72,103,67,53",22685711
247,"5,2,1;5,-3,1;5,-2,1;-5,-1,1;-4,-1,1;-2,1,1;0,1,1","83,86,76,115,119,61,105",41410715
248,"0,1,1;-1,-2,1;-1,0,1;0,2,1;-2,-3,1;-1,-2,1;-1,-1,1;-1,0,1","68,77,115,80,76,76,73,94",21943
249,"-1,0,1;0,-2,1;-1,-1,1;0,1,1;2,-2,1;2,0,1;4,2,1","112,106,99,118,58,60,69",491026
250,"4,2,1;5,2,1;-5,3,1;-4,-4,1;3,-1,1;3,1,1;5,1,1","99,106,81,50,82,112,72",1679396
251,"5,1,1;5,-3,1;-5,0,1;3,0,1;5,0,1;-5,1,1;3,-3,1;3,-1,1","60,58,50,118,90,74,113,84",1750731
252,"3,-1,1;-4,0,1;-3,2,1;1,4,1;-3,-5,1;0,3,1;0,3,1;-1,4,1","96,73,81,83,61,65,109,89",81496113
253,"-1,4,1;0,-4,1;1,-2,1;3,0,1;-3,-2,1;2,-1,1;-3,0,1;-2,0,1;0,0,1","56,88,87,103,103,69,81,52,54",11500847
254,"0,0,1;0,1,1;1,2,1;-3,3,1;1,3,1;3,3,1;3,3,1;-3,-3,1","104,77,116,61,67,113,60,75",7385744
255,"-3,-3,1;0,-2,1;-1,0,1;1,2,1;2,4,1;3,4,1;4,-5,1","117,66,90,66,86,98,100",2859550
256,"4,-5,1;4,3,1;4,5,1;5,5,1;-5,-5,1;-2,4,1;-1,4,1;-1,5,1","63,67,109,60,105,70,111,109",55959938
257,"-1,5,1;0,-5,1;0,-4,1;0,-3,1;2,0,1;-2,1,1;0,-1,1;0,0,1;1,-2,1","52,71,62,86,56,106,70,112,84",6292563
258,"1,-2,1;1,-1,1;-2,0,1;-1,-1,1;0,1,1;-2,-2,1;0,1,1;-2,-1,1","78,63,90,104,107,61,59,66",10821322
259,"-2,-1,1;0,1,1;-2,3,1;1,-5,1;3,3,1;-4,3,1;3,-5,1","89,87,77,99,89,91,95",706038
260,"3,-5,1;-3,-2,1;-2,1,1;-1,-3,1;1,0,1;3,-2,1;3,-1,1;-5,1,1","82,92,99,59,50,68,91,73",68777825
261,"-5,1,1;-4,-1,1;1,0,1;3,-2,1;-4,-1,1;-2,0,1;-1,2,1;0,4,1","65,64,77,113,108,64,100,75",6467635
262,"0,4,1;-1,-5,1;0,2,1;0,2,1;-1,-4,1;-1,1,1;0,2,1;0,-2,1;0,0,1","54,110,58,58,85,111,68,56,98",0
263,"0,0,1;0,1,1;-2,2,1;0,4,1;0,-4,1;2,2,1;-3,4,1;1,-4,1","110,60,64,107,96,96,63,52",53837687
264,"1,-4,1;-3,3,1;0,3,1;-2,5,1;0,-5,1;2,3,1;-4,3,1;3,-3,1;4,-2,1","109,96,66,82,50,57,53,91,94",2704390
265,"4,-2,1;4,0,1;5,2,1;-5,4,1;-4,-5,1;3,-4,1;3,2,1","107,53,89,70,106,74,116",24443302
266,"3,2,1;-5,-4,1;-3,-2,1;1,-1,1;1,0,1;3,1,1;-3,-3,1","78,109,79,109,94,115,98",435258
267,"-3,-3,1;-2,-2,1;-1,0,1;0,1,1;-2,-1,1;-1,0,1;1,1,1;-2,-3,1","97,94,95,71,73,54,97,71",17466162
268,"-2,-3,1;0,0,1;-1,0,1;0,0,1;1,-2,1;2,0,1;2,1,1;2,1,1","87,78,103,59,96,110,62,72",11343542
269,"2,1,1;2,-1,1;4,0,1;5,1,1;-5,2,1;4,-2,1;-5,0,1;3,1,1","103,96,70,103,72,94,86,66",87492096
270,"3,1,1;-5,3,1;-3,5,1;0,5,1;0,-5,1;0,2,1;1,4,1;-2,4,1","70,62,118,74,63,100,116,55",208412
271,"-2,4,1;0,5,1;0,5,1;0,-5,1;-1,-4,1;0,-3,1;-2,0,1;0,-1,1","82,115,83,94,56,61,82,85",4954445
272,"0,-1,1;1,-1,1;3,1,1;5,2,1;-5,4,1;3,-5,1;4,2,1;5,2,1","112,72,77,57,51,109,79,117",257090552
273,"5,2,1;-5,3,1;4,-4,1;4,-1,1;5,1,1;-5,3,1;-2,4,1;1,-5,1","75,50,51,111,106,73,89,83",64191732
274,"1,-5,1;3,4,1;3,5,1;-4,-5,1;-3,-3,1;0,0,1;-1,-2,1","106,116,84,89,94,88,65",110892603
275,"-1,-2,1;0,0,1;-2,1,1;0,1,1;2,-3,1;-3,-1,1;1,1,1;-3,1,1","116,115,68,107,80,68,78,66",2413457
276,"-3,1,1;1,2,1;2,-4,1;2,1,1;-2,-1,1;-1,-1,1;1,-1,1;2,0,1","85,107,63,94,79,84,55,81",50608
277,"2,0,1;-3,-1,1;-2,-1,1;0,-1,1;0,0,1;1,0,1;-1,1,1;1,3,1;-3,3,1","56,80,54,79,67,77,54,76,53",1448608
278,"-3,3,1;0,-3,1;0,-1,1;-2,1,1;0,-3,1;0,1,1;-2,1,1;0,-3,1","118,93,65,53,114,96,80,58",8168617
279,"0,-3,1;1,-1,1;-1,0,1;0,-1,1;2,0,1;-4,1,1;-3,1,1;-2,-3,1","79,62,94,86,90,85,62,83",29112814
280,"-2,-3,1;0,2,1;-2,-4,1;0,-1,1;-2,0,1;0,2,1;2,-2,1;4,0,1;-5,1,1","64,117,80,60,72,86,50,99,56",112803360
281,"-5,1,1;-2,-1,1;1,-1,1;-1,1,1;0,-3,1;2,2,1","117,85,115,98,115,118",3616293
282,"2,2,1;4,4,1;4,4,1;5,4,1;5,-5,1;-5,-4,1;2,-1,1;-4,0,1","86,85,88,83,107,62,76,93",10220503
283,"-4,0,1;-1,1,1;0,-3,1;0,0,1;-1,1,1;0,-1,1;0,-1,1;-1,0,1","50,101,79,107,117,53,91,91",2251026
284,"-1,0,1;-1,-1,1;-1,0,1;0,-2,1;2,0,1;-4,1,1;2,1,1;2,2,1","88,59,115,83,74,94,88,53",587193
285,"2,2,1;2,3,1;-3,-3,1;0,2,1;-1,-4,1;0,-1,1;1,0,1;1,1,1","115,69,80,102,79,93,64,95",378812
286,"1,1,1;1,-3,1;-3,0,1;-1,2,1;0,2,1;-1,-2,1;0,0,1","50,112,71,114,116,103,104",29810642
287,"0,0,1;1,-2,1;-1,0,1;-1,-1,1;-1,1,1;1,1,1;1,1,1","115,58,99,51,105,105,95",209498
288,"1,1,1;-2,2,1;0,4,1;2,5,1;2,5,1;-2,-5,1;-1,-4,1;0,-1,1","115,108,83,86,86,51,53,114",2942241
289,"0,-1,1;-1,0,1;-1,2,1;-1,-3,1;-1,-2,1;0,0,1;2,1,1","75,66,97,83,91,92,92",6490272
290,"2,1,1;-4,-3,1;-1,2,1;-1,-4,1;-1,3,1;-1,3,1;1,-5,1;-3,2,1","116,65,89,86,52,100,74,94",11001223
291,"-3,2,1;-2,-4,1;0,2,1;-2,-4,1;0,-2,1;2,0,1;-2,-2,1;0,0,1","83,96,96,84,68,59,93,104",446921
292,"0,0,1;0,-2,1;1,0,1;2,0,1;3,2,1;5,-3,1;5,2,1","89,72,109,54,112,113,100",3328020
293,"5,2,1;-5,2,1;-4,-4,1;1,1,1;-1,-1,1;0,0,1;-1,0,1;0,-2,1","51,50,64,88,65,117,97,116",76256694
294,"0,-2,1;2,0,1;-3,0,1;-1,2,1;1,4,1;-2,4,1;0,5,1;0,5,1","68,96,52,67,71,118,79,86",23448344
295,"0,5,1;-2,-5,1;0,-2,1;-1,1,1;0,3,1;2,-3,1;3,0,1","61,85,113,54,92,88,115",2495117
296,"3,0,1;-5,1,1;2,3,1;3,4,1;4,4,1;-5,5,1;2,5,1;2,-5,1","76,111,95,72,101,55,115,60",12223525
297,"2,-5,1;-2,-4,1;0,-3,1;-2,-1,1;0,0,1;0,-1,1;0,0,1","95,55,82,94,96,62,101",2225662
298,"0,0,1;0,-2,1;-1,1,1;1,3,1;2,5,1;-2,5,1;0,-5,1","115,112,85,67,62,113,74",18929834
299,"0,-5,1;1,-4,1;2,-2,1;-3,0,1;0,2,1;0,-4,1;-2,1,1;0,2,1;0,-2,1","75,82,55,56,78,72,116,50,115",2906446
300,"0,-2,1;-1,0,1;0,0,1;-1,2,1;0,4,1;2,5,1;4,-5,1;5,-4,1","74,95,66,56,109,56,102,108",8425375
301,"5,-4,1;-5,3,1;4,-4,1;4,1,1;5,-3,1;-5,-1,1;3,-1,1;-3,0,1","82,101,58,118,64,78,97,92",13581122
302,"-3,0,1;2,-2,1;3,0,1;5,-1,1;-5,0,1;-3,0,1;-2,1,1;0,3,1;2,-5,1","57,104,61,95,54,95,80,80,68",14094476
303,"2,-5,1;2,-2,1;-4,1,1;2,2,1;4,-2,1;-5,1,1;-3,3,1;0,5,1","64,113,51,77,79,68,113,54",35018361
304,"0,5,1;2,5,1;4,-5,1;5,-4,1;-5,3,1;2,-4,1;-3,-1,1;0,0,1","113,82,76,71,62,107,61,117",51106202
305,"0,0,1;-2,0,1;0,1,1;2,1,1;-2,-2,1;0,1,1;0,-1,1","98,69,70,114,107,112,77",5764490
306,"0,-1,1;1,-1,1;-3,-1,1;1,0,1;3,1,1;-5,1,1;3,2,1;3,-2,1","59,76,98,90,63,54,107,66",226859169
307,"3,-2,1;-5,0,1;-4,1,1;-3,-3,1;-2,0,1;0,2,1;0,-2,1;2,0,1","52,114,53,109,85,91,73,100",14640134
308,"2,0,1;-3,2,1;0,-2,1;-1,0,1;-1,-1,1;0,1,1;0,-3,1;-2,0,1","58,79,76,61,92,90,108,87",2532278
309,"-2,0,1;0,1,1;1,2,1;-2,3,1;0,4,1;1,4,1;-2,5,1","95,82,93,105,119,91,94",25375
310,"-2,5,1;0,5,1;-2,5,1;0,5,1;-2,5,1;1,-5,1;-3,2,1;-2,4,1","68,52,86,81,71,65,91,90",3385244
311,"-2,4,1;0,4,1;1,5,1;-3,-5,1;-2,-2,1;0,0,1;1,-2,1","78,118,115,71,99,72,87",9398748
312,"1,-2,1;2,1,1;2,1,1;4,3,1;-5,4,1;-4,-5,1;-2,4,1;0,5,1","89,91,102,58,50,94,83,73",7656387
313,"0,5,1;0,5,1;-2,5,1;0,5,1;2,-5,1;-4,-2,1;3,0,1","56,115,99,83,84,94,105",4792159
314,"3,0,1;-4,2,1;-3,-2,1;2,0,1;-3,1,1;-1,-1,1;0,0,1","80,86,61,107,65,111,104",4870681
315,"0,0,1;2,-1,1;-3,0,1;-2,-1,1;0,0,1;0,0,1;1,1,1;1,-2,1","113,117,73,77,69,51,107,53",5759660
316,"1,-2,1;-2,1,1;0,2,1;0,-3,1;-1,2,1;0,2,1;0,3,1;1,-5,1","109,116,66,114,57,66,54,67",328519
317,"1,-5,1;2,-2,1;2,-1,1;-4,0,1;3,1,1;4,-3,1;4,-1,1;4,0,1","96,70,61,71,54,100,101,75",10339222
318,"4,0,1;-5,-2,1;3,-1,1;5,1,1;-5,3,1;2,-3,1;-3,-2,1;-1,0,1;0,0,1","107,66,50,57,59,62,83,110,78",90449483
319,"0,0,1;-1,0,1;0,1,1;-2,-2,1;0,0,1;0,0,1;1,0,1;-3,0,1;0,-2,1","79,56,91,51,88,83,58,91,61",99870597
320,"0,-2,1;0,1,1;2,-1,1;-2,1,1;0,-3,1;0,2,1;0,4,1;-1,5,1","95,58,55,67,85,118,81,102",5108126
321,"-1,5,1;0,-5,1;-1,2,1;0,-3,1;-2,-2,1;1,0,1;1,0,1;-1,2,1","85,52,87,111,85,113,75,84",2928410
322,"-1,2,1;1,4,1;-2,-5,1;0,-4,1;-2,-2,1;0,-1,1;0,0,1;2,2,1","51,99,94,117,111,52,55,69",627162
323,"2,2,1;-3,-4,1;-2,-1,1;0,1,1;-1,3,1;0,5,1;0,5,1","96,105,111,97,95,66,71",148518
324,"0,5,1;-2,5,1;0,5,1;2,5,1;2,-5,1;-2,4,1;0,5,1","100,115,66,98,90,107,62",11294337
325,"0,5,1;-2,-5,1;-1,3,1;0,4,1;1,-4,1;-1,-1,1;-1,0,1;0,0,1","89,84,97,93,112,90,60,56",2366306
326,"0,0,1;2,2,1;3,4,1;3,5,1;-4,5,1;-1,-5,1;0,4,1","56,107,107,113,113,89,85",54054899
327,"0,4,1;0,5,1;2,5,1;2,5,1;-4,-5,1;-2,4,1;0,5,1","115,80,106,89,63,94,108",36714916
328,"0,5,1;1,-5,1;1,3,1;1,4,1;-2,-5,1;1,2,1","109,96,109,101,112,114",73827
329,"1,2,1;-2,3,1;0,5,1;0,5,1;2,-5,1;3,2,1;4,-3,1","62,64,96,98,98,112,101",1168949
330,"4,-3,1;5,2,1;5,4,1;5,5,1;5,5,1;-5,5,1;-2,-5,1;1,3,1","116,82,112,61,94,70,64,75",61494852
331,"1,3,1;3,-4,1;3,-3,1;5,-2,1;-5,0,1;3,-1,1;5,0,1;5,0,1;5,-2,1","59,59,58,80,93,60,68,68,112",91196537
332,"5,-2,1;5,0,1;-5,0,1;-4,0,1;-1,-2,1;0,-1,1;0,0,1;1,2,1","67,104,79,70,95,72,72,117",333930
333,"1,2,1;2,2,1;-3,-3,1;1,2,1;2,2,1;-3,-4,1;2,3,1;-4,3,1","50,76,74,115,100,105,71,56",0
334,"-4,3,1;2,4,1;2,5,1;-4,5,1;-3,5,1;2,-5,1;-3,4,1","92,79,83,85,99,88,109",0
335,"-3,4,1;1,5,1;-3,5,1;0,5,1;0,5,1;0,-5,1;-1,2,1;0,2,1","67,73,89,88,119,79,92,92",0
336,"0,2,1;2,-3,1;-2,0,1;0,0,1;1,0,1;-3,-1,1;-2,0,1;0,0,1","117,69,84,60,78,80,60,61",0
337,"0,0,1;-1,-2,1;0,-1,1;0,-1,1;2,0,1;3,0,1;4,1,1;5,-1,1","105,83,74,79,62,115,59,100",0
338,"5,-1,1;-5,0,1;-2,0,1;0,0,1;-1,-1,1;0,0,1;-1,0,1;0,0,1;1,0,1","91,99,51,66,89,76,76,84,54",0
339,"1,0,1;3,-1,1;-3,0,1;0,0,1;2,-1,1;3,0,1;-5,-1,1;2,0,1","106,70,90,51,89,75,68,83",0
340,"2,0,1;2,-1,1;4,-1,1;-5,0,1;-3,0,1;2,-2,1;-2,0,1","92,103,117,104,108,97,57",0
341,"-2,0,1;0,0,1;1,1,1;-1,-2,1;0,0,1;0,2,1;2,3,1;-3,5,1","118,104,53,82,67,72,76,110",0
342,"-3,5,1;0,-5,1;1,-3,1;3,1,1;-5,2,1;2,-2,1;-4,0,1;-2,1,1","67,68,63,58,95,60,118,104",0
343,"-2,1,1;0,-2,1;1,1,1;-1,-1,1;-1,-1,1;0,1,1;-2,1,1;0,-3,1;-1,-1,1","64,66,115,63,72,54,55,119,63",0
344,"-1,-1,1;0,-1,1;0,1,1;-1,-3,1;0,2,1;-2,4,1;0,5,1","119,115,79,76,111,71,102",0
345,"0,5,1;0,5,1;1,5,1;-1,5,1;1,5,1;2,5,1;-3,-5,1","109,108,59,64,83,104,110",0
346,"-3,-5,1;1,3,1;3,-5,1;-3,4,1;2,-5,1;2,2,1;3,2,1;4,-4,1","94,110,58,78,55,85,95,95",0
347,"4,-4,1;5,1,1;5,-3,1;5,-2,1;-5,-1,1;-2,0,1;0,0,1;0,0,1","109,74,68,66,115,83,64,95",0
348,"0,0,1;0,0,1;0,0,1;1,-1,1;3,0,1;5,2,1;5,4,1;5,-5,1;-5,-2,1","68,58,98,99,59,52,103,52,106",0
349,"-5,-2,1;-2,0,1;0,-1,1;1,0,1;-1,1,1;-1,-2,1;0,1,1","53,106,74,107,82,95,113",0
350,"0,1,1;1,3,1;2,-3,1;3,-1,1;-5,0,1;-3,-1,1;1,0,1;-1,1,1","107,54,104,91,68,70,88,91",0
351,"-1,1,1;0,-2,1;-2,0,1;0,1,1;0,-1,1;-1,0,1;0,-1,1;2,0,1;-3,0,1","57,57,103,61,79,100,115,55,68",0
352,"-3,0,1;-1,2,1;0,2,1;0,3,1;0,-5,1;1,4,1;-3,5,1;-1,-5,1","79,113,74,96,86,98,65,68",0
353,"-1,-5,1;0,4,1;-2,-4,1;0,3,1;0,-4,1;2,1,1;-3,-2,1;-1,0,1","69,112,63,52,93,70,68,84",0
354,"-1,0,1;1,1,1;1,3,1;3,3,1;-3,-5,1;0,-4,1;2,-2,1;-4,0,1;-3,1,1","71,73,75,79,118,96,53,60,52",0
355,"-3,1,1;0,-3,1;2,1,1;3,3,1;-5,4,1;4,5,1;-5,5,1;2,5,1","58,93,97,68,92,77,91,114",0
356,"2,5,1;2,-5,1;-3,-2,1;1,1,1;-2,2,1;1,-4,1;-2,1,1","77,73,117,88,86,102,92",0
357,"-2,1,1;0,-2,1;2,0,1;-2,0,1;0,0,1;-1,0,1;0,0,1","116,115,85,56,93,71,118",0
358,"0,0,1;0,2,1;1,-4,1;-1,3,1;1,3,1;-3,4,1;0,5,1;1,5,1","84,91,77,52,94,67,118,86",0
359,"1,5,1;3,-5,1;5,-2,1;5,-1,1;5,1,1;-5,2,1;-3,4,1;0,5,1","80,72,87,57,102,110,93,59",0
360,"0,5,1;-1,-5,1;0,-3,1;0,-2,1;1,0,1;2,0,1;2,0,1;-4,-2,1","68,94,82,53,104,96,69,99",0
361,"-4,-2,1;1,0,1;3,1,1;-4,2,1;-1,2,1;0,2,1;0,4,1","99,59,92,57,107,82,116",0
362,"0,4,1;-2,-4,1;-1,-1,1;-1,1,1;0,3,1;-2,-3,1;0,-1,1;1,0,1","72,54,119,60,108,52,104,92",0
363,"1,0,1;-2,-1,1;1,-1,1;-2,-1,1;0,0,1;-2,2,1;0,-4,1;0,3,1","111,83,60,63,65,70,98,103",0
364,"0,3,1;0,4,1;2,-5,1;3,-4,1;-4,1,1;3,-1,1;-3,0,1","73,106,83,114,105,58,82",0
365,"-3,0,1;-2,1,1;-1,-1,1;0,0,1;0,1,1;-2,3,1;1,4,1;3,-5,1;-5,4,1","66,63,119,61,83,119,52,85,51",0
366,"-5,4,1;-4,-4,1;2,2,1;2,4,1;3,5,1;5,5,1;-5,5,1;4,5,1","95,51,97,92,59,57,72,109",0
367,"4,5,1;5,5,1;-5,-5,1;3,-3,1;-5,-1,1;-4,0,1;-2,0,1","74,97,78,115,71,111,95",0
368,"-2,0,1;0,0,1;0,0,1;-1,2,1;0,2,1;0,4,1;0,-4,1","71,116,109,62,118,89,107",0
369,"0,-4,1;2,2,1;-3,-3,1;-2,0,1;0,1,1;-2,2,1;-1,3,1;0,5,1;-1,-5,1","71,98,54,116,55,107,59,60,63",0
370,"-1,-5,1;0,3,1;0,-5,1;2,3,1;-2,4,1;0,4,1;1,-4,1","97,93,113,56,89,76,112",0
371,"1,-4,1;1,-2,1;-1,0,1;-1,2,1;-1,3,1;0,-3,1;1,2,1","100,59,82,113,84,105,104",0
372,"1,2,1;2,2,1;2,2,1;2,-3,1;-3,0,1;2,0,1;2,1,1;-2,-3,1","64,117,102,66,54,65,110,107",0
373,"-2,-3,1;0,0,1;-1,1,1;1,-3,1;1,1,1;-1,1,1;-1,2,1;1,-3,1","96,113,58,81,75,76,64,92",0
374,"1,-3,1;2,0,1;3,1,1;-4,-1,1;-3,1,1;-1,2,1;0,-4,1","97,108,103,68,96,82,109",0
375,"0,-4,1;-2,-3,1;0,0,1;0,2,1;0,2,1;-2,4,1;1,5,1","111,50,102,114,85,99,96",0
